_id,co_mun,no_mun,ano,variavel,saude_categoria,saude_subcategoria,valor
215,2701704,Capela,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,113.762
216,2701704,Capela,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,154.843
217,2701803,Carneiros,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
218,2701803,Carneiros,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
219,2701803,Carneiros,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,367.934
220,2701803,Carneiros,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,264.755
221,2701803,Carneiros,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
222,2701803,Carneiros,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,11.111
223,2701803,Carneiros,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,22.024
224,2701803,Carneiros,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
225,2701803,Carneiros,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,31.355
226,2701803,Carneiros,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,100.011
227,2701803,Carneiros,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
228,2701803,Carneiros,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,211.135
229,2701902,Chã Preta,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
230,2701902,Chã Preta,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,53.93
231,2701902,Chã Preta,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,309.931
232,2701902,Chã Preta,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
233,2701902,Chã Preta,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
234,2701902,Chã Preta,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
235,2701902,Chã Preta,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
236,2701902,Chã Preta,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,382.985
237,2701902,Chã Preta,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
238,2701902,Chã Preta,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
239,2701902,Chã Preta,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
240,2701902,Chã Preta,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,67.682
241,2702009,Coité do Nóia,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
242,2702009,Coité do Nóia,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,380.125
243,2702009,Coité do Nóia,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,363.901
244,2702009,Coité do Nóia,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,45.708
245,2702009,Coité do Nóia,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,18.369
246,2702009,Coité do Nóia,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,65.153
247,2702009,Coité do Nóia,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,1402.787
248,2702009,Coité do Nóia,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,37.583
249,2702009,Coité do Nóia,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
250,2702009,Coité do Nóia,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,55.504
251,2702009,Coité do Nóia,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
252,2702009,Coité do Nóia,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,46.253
253,2702108,Colônia Leopoldina,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
254,2702108,Colônia Leopoldina,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,37.249
255,2702108,Colônia Leopoldina,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,554.631
256,2702108,Colônia Leopoldina,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,523.272
257,2702108,Colônia Leopoldina,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
258,2702108,Colônia Leopoldina,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,78.795
259,2702108,Colônia Leopoldina,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,221.219
260,2702108,Colônia Leopoldina,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
261,2702108,Colônia Leopoldina,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,1308.411
262,2702108,Colônia Leopoldina,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,2364.694
263,2702108,Colônia Leopoldina,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,196.004
264,2702108,Colônia Leopoldina,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,271.877
265,2702207,Coqueiro Seco,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
266,2702207,Coqueiro Seco,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,581.793
267,2702207,Coqueiro Seco,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,255.537
268,2702207,Coqueiro Seco,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,576.76
269,2702207,Coqueiro Seco,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
270,2702207,Coqueiro Seco,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
271,2702207,Coqueiro Seco,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,718.563
272,2702207,Coqueiro Seco,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
273,2702207,Coqueiro Seco,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,34.002
274,2702207,Coqueiro Seco,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,465.866
275,2702207,Coqueiro Seco,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,35.836
276,2702207,Coqueiro Seco,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,143.343
277,2702306,Coruripe,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
278,2702306,Coruripe,2014,Notificações Registradas de Dengue,Incidência de dengue,Taxa,14.247
279,2702306,Coruripe,2015,Notificações Registradas de Dengue,Incidência de dengue,Taxa,3.532
280,2702306,Coruripe,2016,Notificações Registradas de Dengue,Incidência de dengue,Taxa,3.504
281,2702306,Coruripe,2017,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
282,2702306,Coruripe,2018,Notificações Registradas de Dengue,Incidência de dengue,Taxa,17.68
283,2702306,Coruripe,2019,Notificações Registradas de Dengue,Incidência de dengue,Taxa,226.582
284,2702306,Coruripe,2020,Notificações Registradas de Dengue,Incidência de dengue,Taxa,3.491
285,2702306,Coruripe,2021,Notificações Registradas de Dengue,Incidência de dengue,Taxa,19.082
286,2702306,Coruripe,2022,Notificações Registradas de Dengue,Incidência de dengue,Taxa,725.989
287,2702306,Coruripe,2023,Notificações Registradas de Dengue,Incidência de dengue,Taxa,228.111
288,2702306,Coruripe,2024,Notificações Registradas de Dengue,Incidência de dengue,Taxa,406.633
289,2702355,Craíbas,2013,Notificações Registradas de Dengue,Incidência de dengue,Taxa,0.0
